50000	6
100000	15
150000	21
200000	29
250000	37
300000	45
350000	54
400000	60
450000	73
500000	76
550000	83
600000	104
650000	105
700000	122
750000	118
800000	130
850000	136
900000	145
950000	156
1000000	168
1050000	174
1100000	185
1150000	194
1200000	205
1250000	215
1300000	225
1350000	232
1400000	248
1450000	259
1500000	263
1550000	278
1600000	289
1650000	307
1700000	312
1750000	320
1800000	333
1850000	346
1900000	353
1950000	368
2000000	382
2050000	392
2100000	400
2150000	411
2200000	427
2250000	438
2300000	457
2350000	461
2400000	476
2450000	491
2500000	502
2550000	515
2600000	525
2650000	549
2700000	554
2750000	570
2800000	593
2850000	601
2900000	612
2950000	636
3000000	641
3050000	657
3100000	662
3150000	683
3200000	694
3250000	711
3300000	727
3350000	748
3400000	763
3450000	774
3500000	794
3550000	804
3600000	817
3650000	833
3700000	863
3750000	866
3800000	878
3850000	901
3900000	921
3950000	937
4000000	946
4050000	979
4100000	1200
4150000	1027
4200000	1024
4250000	1043
4300000	1055
4350000	1080
4400000	1099
4450000	1114
4500000	1129
4550000	1149
4600000	1161
4650000	1182
4700000	1207
4750000	1227
4800000	1257
4850000	1482
4900000	1279
4950000	1341
5000000	1390
5050000	1345
5100000	1452
5150000	1375
5200000	1392
5250000	1413
5300000	1435
5350000	1441
5400000	1489
5450000	1500
5500000	1495
5550000	1516
5600000	1539
5650000	1568
5700000	1578
5750000	1598
5800000	1611
5850000	1645
5900000	1668
5950000	1689
6000000	1701
6050000	1726
6100000	1728
6150000	1769
6200000	1790
6250000	1805
6300000	1831
6350000	1878
6400000	1915
6450000	1903
6500000	1946
6550000	1944
6600000	1970
6650000	1998
6700000	2004
6750000	2054
6800000	2062
6850000	2100
6900000	2113
6950000	2142
7000000	2165
7050000	2182
7100000	2190
7150000	2230
7200000	2248
7250000	2286
7300000	2298
7350000	2316
7400000	2357
7450000	2395
7500000	2442
7550000	2410
7600000	2525
7650000	2495
7700000	2525
7750000	2517
7800000	2693
7850000	2563
7900000	2622
7950000	2628
8000000	2661
8050000	2672
8100000	2691
8150000	2701
8200000	2751
8250000	2772
8300000	2800
8350000	2826
8400000	2855
8450000	2903
8500000	2930
8550000	3032
8600000	2987
8650000	3012
8700000	3168
8750000	3048
8800000	3083
8850000	3202
8900000	3158
8950000	3166
9000000	3202
9050000	3214
9100000	3262
9150000	3302
9200000	3348
9250000	3355
9300000	3359
9350000	3384
9400000	3434
9450000	3448
9500000	3503
9550000	3514
9600000	3563
9650000	3581
9700000	3627
9750000	3749
9800000	3775
9850000	3746
9900000	4002
9950000	3756
10000000	3758
