8.66095	1.4324
9.28457	2.00994
9.6513	2.23865
9.9123	2.46507
10.1152	2.6401
10.2812	2.7831
10.4218	2.91806
10.5437	2.9968
10.6513	3.14473
10.7477	3.17532
10.8349	3.2425
10.9146	3.41594
10.9879	3.42334
11.0559	3.53992
11.1192	3.51395
11.1784	3.58952
11.234	3.62484
11.2865	3.67514
11.3362	3.73272
11.3834	3.79126
11.4282	3.81905
11.471	3.8677
11.5119	3.90548
11.5511	3.94944
11.5886	3.98748
11.6247	4.02386
11.6595	4.04841
11.693	4.10196
11.7253	4.13688
11.7566	4.14923
11.7868	4.19397
11.8161	4.22533
11.8444	4.27424
11.872	4.28734
11.8987	4.30788
11.9247	4.34022
11.95	4.37136
11.9746	4.38767
11.9986	4.42158
12.0219	4.45205
12.0447	4.47317
12.067	4.48968
12.0887	4.51188
12.1099	4.54316
12.1307	4.56402
12.151	4.59887
12.1709	4.60603
12.1903	4.63235
12.2094	4.65788
12.2281	4.67613
12.2464	4.6972
12.2643	4.71306
12.2819	4.74996
12.2992	4.75745
12.3162	4.78099
12.3329	4.81372
12.3492	4.82482
12.3653	4.83985
12.3811	4.87175
12.3967	4.87824
12.412	4.89871
12.427	4.90501
12.4418	4.93096
12.4564	4.94425
12.4708	4.96438
12.4849	4.98291
12.4988	5.00664
12.5126	5.02319
12.5261	5.03513
12.5394	5.05642
12.5525	5.06688
12.5655	5.08027
12.5783	5.09648
12.5909	5.12607
12.6033	5.12898
12.6156	5.1405
12.6277	5.16215
12.6396	5.18055
12.6515	5.19499
12.6631	5.20301
12.6746	5.23178
12.686	5.4031
12.6972	5.27199
12.7083	5.26953
12.7193	5.28499
12.7302	5.29461
12.7409	5.31431
12.7515	5.32899
12.7619	5.34041
12.7723	5.35168
12.7826	5.36648
12.7927	5.37523
12.8027	5.39035
12.8126	5.40801
12.8225	5.42188
12.8322	5.44228
12.8418	5.58166
12.8513	5.45694
12.8607	5.49697
12.87	5.52735
12.8793	5.49949
12.8884	5.56432
12.8975	5.51816
12.9064	5.52857
12.9153	5.54125
12.9241	5.55434
12.9328	5.55788
12.9415	5.58566
12.95	5.5919
12.9585	5.58907
12.9669	5.6009
12.9752	5.61368
12.9835	5.62953
12.9917	5.63493
12.9998	5.64563
13.0078	5.65251
13.0158	5.67026
13.0237	5.68207
13.0315	5.69271
13.0393	5.69873
13.047	5.71114
13.0547	5.71213
13.0622	5.73209
13.0698	5.74214
13.0772	5.74925
13.0846	5.76143
13.092	5.78303
13.0993	5.79967
13.1065	5.79431
13.1137	5.81337
13.1208	5.81249
13.1278	5.82383
13.1349	5.83588
13.1418	5.83844
13.1487	5.85948
13.1556	5.8628
13.1624	5.87841
13.1692	5.88368
13.1759	5.89533
13.1825	5.90447
13.1891	5.91116
13.1957	5.91429
13.2022	5.92977
13.2087	5.93665
13.2151	5.951
13.2215	5.95548
13.2279	5.96216
13.2342	5.97719
13.2404	5.9909
13.2467	6.00755
13.2528	5.99625
13.259	6.03622
13.2651	6.02597
13.2711	6.03622
13.2772	6.0335
13.2831	6.09151
13.2891	6.04903
13.295	6.06857
13.3009	6.07053
13.3067	6.08125
13.3125	6.08479
13.3182	6.09088
13.324	6.09406
13.3297	6.10982
13.3353	6.11636
13.3409	6.125
13.3465	6.13294
13.3521	6.14172
13.3576	6.15606
13.3631	6.16403
13.3685	6.19348
13.374	6.18061
13.3794	6.18778
13.3847	6.23127
13.3901	6.19801
13.3954	6.20784
13.4006	6.24047
13.4059	6.22855
13.4111	6.23073
13.4163	6.24047
13.4214	6.2437
13.4266	6.25648
13.4317	6.26699
13.4367	6.27892
13.4418	6.28072
13.4468	6.28175
13.4518	6.28815
13.4567	6.3008
13.4617	6.30432
13.4666	6.31798
13.4715	6.32068
13.4763	6.33264
13.4812	6.33699
13.486	6.34802
13.4908	6.37661
13.4955	6.38258
13.5003	6.37592
13.505	6.43309
13.5097	6.37822
13.5143	6.37868
13.5143	6.37868
