415.69	415.69	415.69	415.69	415.69	415.69	415.69	415.69	
416.19	451.87	487.55	523.23	558.91	594.59	630.27	665.95	
416.69	467.21	517.73	568.25	618.77	669.29	719.81	770.33	
416.19	451.87	487.55	523.23	558.91	594.59	630.27	665.95	
415.69	415.69	415.69	415.69	415.69	415.69	415.69	415.69	
416.19	380.51	344.83	309.15	273.47	237.79	202.11	166.43	
416.69	366.17	315.65	265.13	214.61	164.09	113.57	63.05	
416.19	380.51	344.83	309.15	273.47	237.79	202.11	166.43	
